Abbreviation	ACALD_ko	ACKr_ko	AKGDH_ko	ALCD2x_ko	ATPS4r_ko	FBA_ko	FBP_ko	FRD7_ko	FUM_ko	G6PDH2r_ko	GLUDy_ko	GLUN_ko	GLUSy_ko	GND_ko	ICL_ko	LDH_D_ko	MALS_ko	MDH_ko	ME1_ko	ME2_ko	NADTRHD_ko	PDH_ko	PFK_ko	PFL_ko	PGI_ko	PGL_ko	PPC_ko	PPCK_ko	PPS_ko	PTAr_ko	PYK_ko	RPE_ko	SUCDi_ko	SUCOAS_ko	TALA_ko	THD2_ko	TPI_ko
GLNS	0.22346172933182679	0.22346172933182726	0.21946920423140062	0.22346172933182826	0.09569057902039618	0.1800222475675528	0.2234617293318283	0.2234617293318283	0.20821587267606848	0.22087706324017067	4.642451340102205	0.2234617293318281	0.2234617293318283	0.22087706324017067	0.2234617293318283	0.22346172933182845	0.2234617293318283	0.21116199260564952	0.2234617293318283	0.22346172933182754	0.22346172933182679	0.20371514813269598	0.1800222475675528	0.2234617293318281	0.22070989749969236	0.22087706324017067	0.22264944694943753	0.2234617293318281	0.2234617293318283	0.2234617293318275	0.221161582789782	0.22136346892092887	0.2082158726760678	0.21946920423140062	0.22111891589040783	0.2234617293318283	0.18002224756755236
GLNabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUDy	-4.541857463865612	-4.541857463865621	-4.460709430234696	-4.541857463865641	-1.9449100830148647	-3.6589504217181403	-4.541857463865642	-4.541857463865642	-4.231985576397323	-4.489324150823194	0.0	-4.541857463865638	-4.541857463865642	-4.489324150823194	-4.541857463865642	-4.541857463865646	-4.541857463865642	-4.291865435161601	-4.541857463865642	-4.541857463865627	-4.541857463865612	-4.140508394057233	-3.6589504217181403	-4.541857463865638	-4.4859265087823665	-4.489324150823194	-4.525347832385302	-4.541857463865638	-4.541857463865642	-4.541857463865626	-4.495107007887274	-4.499210341528976	-4.23198557639731	-4.460709430234696	-4.494239803574652	-4.541857463865642	-3.658950421718132
GLUN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUSy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.424751294682581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUt2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GND	4.959984944574672	4.959984944574648	6.132705298782884	4.959984944574657	0.0	27.899083343893878	4.959984944574643	4.959984944574643	22.8716979953007	0.0	4.522692739334265	4.959984944574648	4.959984944574643	0.0	4.959984944574643	4.959984944574651	4.959984944574643	3.2782790482243675e-12	4.959984944574643	4.959984944574659	4.959984944574672	11.981128254530981	27.899083343893878	4.959984944574648	9.823052291797275	0.0	6.395459265496489	4.959984944574648	4.959984944574643	4.959984944574651	3.3722724971238334	0.9334145177573155	22.871697995300423	6.132705298782884	0.4641162383980521	4.959984944574643	27.899083343893878
H2Ot	-29.175827135565683	-29.175827135565708	-29.72655358089115	-29.175827135565825	-2.0574035834197155	-31.769667272138392	-29.175827135565925	-29.175827135565925	-31.278831182069453	-29.532354379153173	-29.970590254203582	-29.175827135565875	-29.175827135565925	-29.532354379153173	-29.175827135565925	-29.175827135565868	-29.175827135565925	-30.87244521942461	-29.175827135565925	-29.17582713556578	-29.175827135565683	-24.15653856209393	-31.769667272138392	-29.175827135565875	-29.55541311810166	-29.532354379153173	-29.287872865473968	-29.175827135565875	-29.175827135565925	-29.175827135565818	-29.493107928288303	-29.465259880105677	-31.278831182069336	-29.72655358089115	-29.498993374023453	-29.175827135565925	-31.76966727213841
ICDHyr	6.007249575350239	6.00724957535032	0.9260278625156736	6.0072495753503725	0.40375661206533164	0.7595854630451011	6.007249575350406	6.007249575350406	0.8785455808768478	7.803301595127242	6.471170359316134	6.00724957535038	6.007249575350406	7.803301595127242	6.007249575350406	6.007249575350398	6.007249575350406	8.339761944485687	6.007249575350406	6.007249575350324	6.007249575350239	4.757262793108051	0.7595854630451011	6.00724957535038	4.5381816227055864	7.803301595127242	3.078405562294075	6.00724957535038	6.007249575350406	6.007249575350332	6.663499764580393	7.465304393796908	0.8785455808768451	0.9260278625156736	7.635241224642116	6.007249575350406	0.7595854630450992
ICL	0.0	0.0	4.910779759572938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4952063166926393	0.0	0.0	0.0	0.0	0.0	0.0	4.910779759572938	0.0	0.0	0.0
LDH_D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MALS	0.0	0.0	4.910779759572938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4952063166926393	0.0	0.0	0.0	0.0	0.0	0.0	4.910779759572938	0.0	0.0	0.0
MALt2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDH	5.064375661482	5.064375661482084	7.370345468002743	5.064375661482136	0.0	0.0	5.064375661482168	5.064375661482168	0.0	6.871333415503388	5.55260728147791	5.064375661482141	5.064375661482168	6.871333415503388	5.064375661482168	5.064375661482159	5.064375661482168	0.0	5.064375661482168	5.064375661482085	5.064375661482	3.8977075591605934	0.0	5.064375661482141	3.6069187818279236	6.871333415503388	7.129371624252886	5.064375661482141	5.064375661482168	5.064375661482092	3.3750991655129643	6.531283875146966	0.0	7.370345468002743	6.7022525724944435	5.064375661482168	0.0
ME1	0.0	0.0	1.1127869065444597e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7379908852227356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.03620695423353e-12	0.0	0.0	1.1127869065444597e-11	0.0	0.0	0.0
ME2	0.0	0.0	2.4512140511320046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.710794626637853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.355231918308351	0.0	0.0	2.4512140511320046	0.0	0.0	0.0
NADH16	38.534609650515264	38.53460965051534	40.05324004737831	38.534609650515506	13.915995231262409	55.052661963699826	38.53460965051558	38.53460965051558	48.81150613948232	37.61134286506607	40.01628356432189	38.53460965051553	38.53460965051558	37.61134286506607	38.53460965051558	38.53460965051555	38.53460965051558	40.355449482420866	38.53460965051558	38.534609650515414	38.534609650515264	38.70946543026548	55.052661963699826	38.53460965051553	40.93291105354509	37.61134286506607	39.24253734965496	38.53460965051553	38.53460965051558	38.534609650515414	38.65506866375057	37.78509150159077	48.811506139482	40.05324004737831	37.697734882842326	38.53460965051558	55.052661963699826
NADTRHD	0.0	0.0	0.0	0.0	0.0	43.72667877610212	0.0	0.0	31.781369496697863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1997360611908	43.72667877610212	0.0	8.453203367301722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.78136949669734	0.0	0.0	0.0	43.72667877610215
NH4t	4.765319193197439	4.765319193197448	4.680178634466097	4.7653191931974686	2.040600662035261	3.838972669285693	4.76531919319747	4.76531919319747	4.440201449073391	4.710201214063364	4.642451340102205	4.765319193197465	4.76531919319747	4.710201214063364	4.76531919319747	4.765319193197474	4.76531919319747	4.503027427767249	4.76531919319747	4.765319193197454	4.765319193197439	4.344223542189929	3.838972669285693	4.765319193197465	4.706636406282059	4.710201214063364	4.747997279334739	4.765319193197465	4.76531919319747	4.7653191931974535	4.716268590677055	4.720573810449905	4.440201449073377	4.680178634466097	4.715358719465059	4.76531919319747	3.8389726692856834
O2t	21.79949265599863	21.79949265599871	22.482009903475625	21.79949265599882	6.9579976156312044	27.526330981849913	21.79949265599887	21.79949265599887	24.40575306974116	22.24133814028473	22.7844454228999	21.799492655998833	21.79949265599887	22.24133814028473	21.79949265599887	21.799492655998854	21.79949265599887	23.902117497140726	21.79949265599887	21.799492655998748	21.79949265599863	21.303586494713038	27.526330981849913	21.799492655998833	22.269914917686506	22.24133814028473	21.938351328607602	21.799492655998833	21.79949265599887	21.79949265599875	22.192699873782423	22.158187688368866	24.405753069741	22.482009903475625	22.199993727668385	21.79949265599887	27.526330981849913
PDH	9.282532599166643	9.282532599166595	13.964351885448968	9.282532599166602	0.0	0.0	9.2825325991666	9.2825325991666	3.9303697796071946	11.0407011164863	9.662004267113039	9.28253259916661	9.2825325991666	11.0407011164863	9.2825325991666	9.282532599166595	9.2825325991666	11.434767481785071	9.2825325991666	9.282532599166624	9.282532599166643	0.0	0.0	9.28253259916661	7.773130992472315	11.0407011164863	11.332195580415782	9.28253259916661	9.2825325991666	9.282532599166613	9.905069494652917	10.70983317292032	3.9303697796073025	13.964351885448968	10.87618558511951	9.2825325991666	0.0
PFK	7.477381962160282	7.477381962160267	7.102006521645542	7.477381962160282	9.627753543404037	0.0	7.477381962160286	7.477381962160286	1.5661189374904907	9.140764901036277	7.645559589382773	7.477381962160286	7.477381962160286	9.140764901036277	7.477381962160286	7.477381962160284	7.477381962160286	9.178557551642086	7.477381962160286	7.477381962160285	7.477381962160282	5.213817144796835	0.0	7.477381962160286	5.867064429485863	9.140764901036277	7.002050386091425	7.477381962160286	7.477381962160286	7.4773819621602815	8.015567257570654	8.827734558991665	1.566118937490586	7.102006521645542	8.985118655889751	7.477381962160286	0.0
PFL	0.0	0.0	0.0	0.0	16.118562583168774	3.3981751362311567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.743119782438196	3.3981751362311567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.398175136231148
PGI	4.860861146496802	4.860861146496801	3.691341682572466	4.8608611464968146	9.923282875638714	-18.043410918204984	4.860861146496829	4.860861146496829	-13.038628984344873	9.822918271551579	5.302772613379764	4.860861146496824	4.860861146496829	9.822918271551579	4.860861146496829	4.860861146496821	4.860861146496829	9.83070704542434	4.860861146496829	4.860861146496814	4.860861146496802	-2.1444509192443264	-18.043410918204984	4.860861146496824	0.0	9.822918271551579	3.4260380492292253	4.860861146496824	4.860861146496829	4.860861146496815	6.450417669196443	8.88911379225914	-13.038628984344593	3.691341682572466	9.358608134861463	4.860861146496829	-18.043410918204984
PGK	-16.02352614316761	-16.02352614316757	-15.674126317659006	-16.023526143167604	-19.00518472346532	-8.82876413354175	-16.023526143167608	-16.023526143167608	-10.211453603959376	-17.70372507934534	-16.229189641944025	-16.023526143167608	-16.023526143167608	-17.70372507934534	-16.023526143167608	-16.023526143167604	-16.023526143167608	-17.80472457980494	-16.023526143167608	-16.023526143167608	-16.02352614316761	-13.888433803249894	-8.82876413354175	-16.023526143167608	-14.431112198431943	-17.70372507934534	-15.55347932647045	-16.023526143167608	-16.023526143167608	-16.023526143167597	-16.576676334109255	-17.38753015188623	-10.211453603959471	-15.674126317659006	-17.546505325912083	-16.023526143167608	-8.828764133541728
PGL	4.959984944574673	4.959984944574649	6.132705298782885	4.959984944574658	0.0	27.89908334389388	4.959984944574644	4.959984944574644	22.871697995300707	0.0	4.522692739334266	4.959984944574649	4.959984944574644	0.0	4.959984944574644	4.959984944574653	4.959984944574644	3.278279048224368e-12	4.959984944574644	4.959984944574659	4.959984944574673	11.981128254530983	27.89908334389388	4.959984944574649	9.823052291797277	0.0	6.39545926549649	4.959984944574649	4.959984944574644	4.959984944574653	3.372272497123834	0.9334145177573157	22.871697995300426	6.132705298782885	0.46411623839805216	4.959984944574644	27.89908334389388
PGM	-14.716139568742843	-14.716139568742797	-14.390098435257068	-14.716139568742825	-18.445336830565385	-7.775524859544646	-14.716139568742829	-14.716139568742829	-8.993264532690704	-16.41146036832736	-14.955512411018093	-14.71613956874283	-14.716139568742829	-16.41146036832736	-14.716139568742829	-14.716139568742825	-14.716139568742829	-16.569298921071848	-14.716139568742829	-14.71613956874283	-14.716139568742843	-12.69657669880518	-7.775524859544646	-14.71613956874283	-13.139825508328148	-16.41146036832736	-14.250845096371275	-14.71613956874283	-14.716139568742829	-14.716139568742825	-15.282747011256244	-16.092419672786857	-8.993264532690803	-14.390098435257068	-16.252825630284192	-14.716139568742829	-7.775524859544627
PIt2r	3.214895047684785	3.214895047684733	3.1574554618930826	3.2148950476847644	1.3766794409164134	2.5899407200889666	3.2148950476848044	3.2148950476848044	2.995556240959902	3.1777100216723504	3.1320029608337054	3.214895047684801	3.2148950476848044	3.1777100216723504	3.2148950476848044	3.214895047684749	3.2148950476848044	3.0379414243190475	3.2148950476848044	3.214895047684794	3.214895047684785	2.930805300882844	2.5899407200889666	3.214895047684801	3.1753050447091224	3.1777100216723504	3.2032089186269346	3.214895047684801	3.2148950476848044	3.214895047684751	3.1818033422321794	3.1847078338655623	2.995556240959933	3.1574554618930826	3.1811895028785586	3.2148950476848044	2.5899407200889857
PPC	2.504309470368727	2.504309470368727	0.0	2.5043094703687347	1.0723931296083182	2.017488277784822	2.5043094703687374	2.5043094703687374	2.333450937585223	2.475343419714635	2.4397389525008952	2.5043094703687356	2.5043094703687374	2.475343419714635	2.5043094703687374	2.504309470368739	2.5043094703687374	9.815253270995322	2.5043094703687374	2.504309470368731	2.504309470368727	2.2830118439149514	2.017488277784822	2.5043094703687356	2.473470012808441	2.475343419714635	0.0	2.5043094703687356	2.5043094703687374	2.504309470368733	4.833763915338464	2.4807945113015757	2.3334509375852157	0.0	2.4780538340850646	2.5043094703687374	2.017488277784817
PPCK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPS	0.0	0.0	0.0	0.0	0.0	4.607428997873793	0.0	0.0	3.7628882410546542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6746371436723755	0.0	0.0	0.0	0.0	4.607428997873793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7628882410545494	0.0	0.0	0.0	4.607428997873806
PTAr	1.3531126571253729e-13	0.0	0.0	-6.11644770325763e-14	14.312267245829107	0.0	-9.723486478755475e-14	-9.723486478755475e-14	-7.689226884334172e-14	0.0	-1.4627413097318758e-14	-5.847717637087275e-14	-9.723486478755475e-14	0.0	-9.723486478755475e-14	-9.659142660094976e-14	-9.723486478755475e-14	0.0	-9.723486478755475e-14	1.903820046249126e-14	1.3531126571253729e-13	0.0	0.0	-5.847717637087275e-14	2.2276663016963487e-14	0.0	1.242187623017495e-14	-5.847717637087275e-14	-9.723486478755475e-14	0.0	0.0	0.0	4.373817297925752e-14	0.0	0.0	-9.723486478755475e-14	0.0
PYK	1.7581774441068032	1.7581774441067826	3.9445510597524893	1.7581774441067781	7.178680972879285	0.0	1.7581774441067766	1.7581774441067766	0.0	3.487711459649308	2.073817676048178	1.7581774441067817	1.7581774441067766	3.487711459649308	1.7581774441067766	1.758177444106773	1.7581774441067766	0.0	1.7581774441067766	1.758177444106789	1.7581774441068032	-9.850233993052966e-13	0.0	1.7581774441067817	0.2182893719683184	3.487711459649308	3.798841467464534	1.7581774441067817	1.7581774441067766	1.7581774441067826	0.0	3.162232213824533	0.0	3.9445510597524893	3.3258753189261414	1.7581774441067766	0.0
PYRt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPE	2.678481850507543	2.6784818505075263	3.471518834301884	2.6784818505075294	-0.2689964341019194	18.093327137808185	2.678481850507519	2.678481850507519	14.662481615119416	-0.6209090068714693	2.4031504223082565	2.6784818505075236	2.678481850507519	-0.6209090068714693	2.678481850507519	2.6784818505075245	2.678481850507519	-0.5935989060789286	2.678481850507519	2.678481850507532	2.678481850507543	7.414753805154215	18.093327137808185	2.6784818505075236	5.928262441737439	-0.6209090068714693	3.6377481436229147	2.6784818505075236	2.678481850507519	2.6784818505075267	1.6264728430468551	0.0	14.662481615119237	3.471518834301884	-0.3121780548941621	2.678481850507519	18.093327137808185
RPI	-2.28150309406713	-2.281503094067123	-2.661186464481001	-2.2815030940671295	-0.2689964341019194	-9.805756206085693	-2.281503094067124	-2.281503094067124	-8.209216380181283	-0.6209090068714693	-2.1195423170260104	-2.281503094067125	-2.281503094067124	-0.6209090068714693	-2.281503094067124	-2.2815030940671277	-2.281503094067124	-0.593598906082207	-2.281503094067124	-2.2815030940671277	-2.28150309406713	-4.566374449376767	-9.805756206085693	-2.281503094067125	-3.8947898500598357	-0.6209090068714693	-2.7577111218735753	-2.281503094067125	-2.281503094067124	-2.2815030940671246	-1.7457996540769785	-0.9334145177573157	-8.20921638018119	-2.661186464481001	-0.7762942932922142	-2.281503094067124	-9.805756206085691
SUCCt2_2	0.0	0.0	0.0	0.0	10.5815057079625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCCt3	0.0	0.0	0.0	0.0	10.5815057079625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCDi	5.064375661482	5.064375661482084	4.910779759572938	5.064375661482136	0.0	0.0	5.064375661482168	5.064375661482168	0.0	6.871333415503389	5.5526072814779095	5.064375661482141	5.064375661482168	6.871333415503389	5.064375661482168	5.064375661482159	5.064375661482168	7.4487855118605895	5.064375661482168	5.064375661482085	5.064375661482	3.8977075591605934	0.0	5.064375661482141	3.606918781827923	6.871333415503389	4.634165307560247	5.064375661482141	5.064375661482168	5.064375661482092	5.73033108381428	6.531283875146966	0.0	4.910779759572938	6.7022525724944435	5.064375661482168	0.0
SUCOAS	-5.064375661482001	-5.064375661482084	0.0	-5.064375661482136	0.0	0.0	-5.064375661482169	-5.064375661482169	0.0	-6.871333415503389	-5.55260728147791	-5.064375661482142	-5.064375661482169	-6.871333415503389	-5.064375661482169	-5.064375661482159	-5.064375661482169	-7.4487855118605895	-5.064375661482169	-5.064375661482085	-5.064375661482001	-3.8977075591605934	0.0	-5.064375661482142	-3.606918781827924	-6.871333415503389	-2.138958990867607	-5.064375661482142	-5.064375661482169	-5.064375661482093	-5.73033108381428	-6.531283875146967	0.0	0.0	-6.702252572494444	-5.064375661482169	0.0
TALA	1.4969837572615727	1.4969837572615645	1.890683904299037	1.496983757261567	-0.06694972462553338	9.173742237992649	1.4969837572615619	1.4969837572615619	7.47822150766933	-0.1545362010702641	1.3552508396181187	1.4969837572615639	1.4969837572615619	-0.1545362010702641	1.4969837572615619	1.4969837572615645	1.4969837572615619	-0.1477390710867082	1.4969837572615619	1.4969837572615676	1.4969837572615727	3.8511805171173954	9.173742237992649	1.4969837572615639	3.119931520042339	-0.1545362010702641	1.97604350933345	1.4969837572615639	1.4969837572615619	1.4969837572615652	0.9693555677633793	0.1562616587416021	7.478221507669237	1.890683904299037	0.0	1.4969837572615619	9.173742237992647
THD2	0.0	0.0	0.0	0.0	6.416582858590594	0.0	0.0	0.0	0.0	7.939695970583006	0.0	0.0	0.0	7.939695970583006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.939695970583006	0.0	0.0	0.0	0.0	0.0	6.445532668005352	0.0	0.0	7.19676189536539	0.0	0.0
TKT1	1.4969837572615725	1.4969837572615643	1.8906839042990367	1.4969837572615667	-0.06694972462553336	9.173742237992647	1.4969837572615616	1.4969837572615616	7.478221507669328	-0.1545362010702641	1.3552508396181187	1.4969837572615636	1.4969837572615616	-0.1545362010702641	1.4969837572615616	1.4969837572615645	1.4969837572615616	-0.14773907108670817	1.4969837572615616	1.4969837572615676	1.4969837572615725	3.851180517117395	9.173742237992647	1.4969837572615636	3.119931520042339	-0.1545362010702641	1.9760435093334496	1.4969837572615636	1.4969837572615616	1.4969837572615652	0.9693555677633792	0.1562616587416021	7.478221507669236	1.8906839042990367	0.0	1.4969837572615616	9.173742237992647
TKT2	1.1814980932459707	1.1814980932459616	1.5808349300028477	1.1814980932459629	-0.202046709476386	8.91958489981554	1.1814980932459576	1.1814980932459576	7.184260107450087	-0.46637280580120516	1.0478995826901374	1.18149809324596	1.1814980932459576	-0.46637280580120516	1.1814980932459576	1.18149809324596	1.1814980932459576	-0.4458598349922205	1.1814980932459576	1.1814980932459647	1.1814980932459707	3.56357328803682	8.91958489981554	1.18149809324596	2.8083309216951005	-0.46637280580120516	1.661704634289465	1.18149809324596	1.1814980932459576	1.181498093245962	0.657117275283476	-0.15626165874160208	7.184260107449994	1.5808349300028477	-0.3121780548941621	1.1814980932459576	8.91958489981554
TPI	7.4773819621602815	7.477381962160267	7.102006521645541	7.4773819621602815	9.627753543404037	0.0	7.477381962160286	7.477381962160286	1.5661189374904905	9.140764901036277	7.645559589382772	7.477381962160286	7.477381962160286	9.140764901036277	7.477381962160286	7.477381962160283	7.477381962160286	9.178557551642086	7.477381962160286	7.477381962160285	7.4773819621602815	5.213817144796834	0.0	7.477381962160286	5.867064429485862	9.140764901036277	7.002050386091425	7.477381962160286	7.477381962160286	7.477381962160281	8.015567257570654	8.827734558991665	1.5661189374905857	7.102006521645541	8.98511865588975	7.477381962160286	0.0
